,video_id,channelTitle,publishedAt,title,description,tags,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption
625,4BLxapDqrlA,codebasics,2021-03-11T14:30:13Z,Mechanical Engineer To Data Analyst,"Rhushikesh Bhosale started exploring tableau while he was working on his mechanical engineering project in college. That got him hooked to a field of data science and now he is working as a full time data analyst in healthcare domain. In this video he will share his journey as well as some useful tips for people who also want to make a transition.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

Rhushikesh's linkedin: https://www.linkedin.com/in/rhushikesh-bhosale-52249418a/

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['data analyst', 'michanical engineer to data analyst', 'data analyst career', 'data analyst career transition', 'career change to data analyst', 'mechanical engineer to data analyst', 'mechanical engineer to data scientist', 'how to become data engineer', 'mechanical to data science', 'data science for mechanical engineers', 'mechanical engineer to data analyst transition', 'mechanical engineer turned into a data analyst', 'transition story from mechanical engineer to a data analytic']",39132,928,0,63,PT23M58S,hd,true
626,-nL66ECoFI4,codebasics,2021-03-09T14:30:00Z,Should I join startup OR a big mnc company OR pursue masters abroad ?,"Joining start up vs a big company, which one is better? Or should I pursue my masters? I have discussed trade off between these three options in this video.

Karan's linkedin profile: https://www.linkedin.com/in/groverkds/

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['join startup', 'join big company', 'pursue masters abroad', 'startup or big company or masters abroad', 'big company or masters abroad', 'mnc vs startup', 'startup vs mnc', 'startup vs mnc for freshers', 'big companies vs startups', 'startups vs big mnc companies', 'startup or mnc', 'startup vs mnc for fresher', 'startup vs corporate', 'mnc or startup', 'switching from mnc to small company', 'switching from startup to mnc', 'startup or a big mnc company or pursue masters abroad']",6795,376,0,55,PT10M14S,hd,true
627,VYEZpOn-77Y,codebasics,2021-03-07T15:26:22Z,Ask me anything: LIVE Q&A,"Ask me anything. It will be 30 minutes live stream so please be first to ask the question and join on time.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'codebasics live', 'codebasics q and a']",4593,212,0,38,PT53M39S,hd,false
628,cys2otlV3Ng,codebasics,2021-03-06T13:30:15Z,Masters in business analytics from Australia | Guidance and tips,"📺 In this video Akhil shared his business analytics masters experience from australia. After finishing his studies he is working as a data analyst in an Australian company. List of topics discussed during this conversation are mentioned in timestamps below.

Akhil’s linkedin: https://www.linkedin.com/in/akhil-sai-pagadala/

⭐️ Timestamps ⭐️
00:00 Akhil’s introduction
02:14 Why did you select Australia for higher studies?
03:36 How masters in business analytics different from masters in data science or data analytics?
4:55 Your internship and jobs that you did during your studies 
11:16 How much does it cost for a Masters in Australia?
12:26 9:50 How about other costs like rent, groceries etc?
13:34 Funding/Scholarships available in the MS programs
15:04 Starting salary after a masters degree?
15:54 If someone is from a b.com background, can they do masters in data analytics or data science abroad?
17:13 How are job opportunities?
19:13 What is the visa process?
21:55 What do recruiters mainly look for, I mean do they value how prestigious the college is or the kind of projects and work one has done as projects? And what is the interview process like?
23:49 How many technical rounds, interviews, coding assessments they took? Share your experience. 
26:10 Tips for networking during masters that can help land a job
29:59 Resume building for one who doesn't have experience in the Data Science field?
31:23 Difference between Masters in Data Science and Masters in Computer Science with some Data Science subjects. What kind of roles does one usually land in after the completion of each?

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'Data analytics masters australia', 'masters in business analytics australia', 'masters in business analytics', 'business analytics', 'ms in business analytics', 'ms in business analyst', 'ms business analyst', 'master in business analytics', 'business analytics masters', ""master's in business analysis"", 'ms business analytics', 'masters in business analytics from australia', 'business analytics worth it', 'business analytics interview', 'business analyst interview', 'business analytics jobs']",24593,621,0,50,PT36M21S,hd,true
629,HNE0qHJ9A9o,codebasics,2021-03-04T15:30:12Z,Python Pandas Tutorial 15. Handle Large Datasets In Pandas | Memory Optimization Tips For Pandas,"Often datasets that you load in pandas are very big and you may run out of memory. In this video we will cover some memory optimization tips in pandas.

https://pythonspeed.com/articles/pandas-load-less-data/

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'pandas memory optimization', 'handling large datasets in pandas', 'pandas large csv memory error', 'python memory optimization', 'python pandas memory optimization', 'python memory', 'pandas memory', 'pandas management', 'handle large datasets in pandas', 'how to handle large datasets in pandas', 'how to handle large datasets', 'how to handle python datasets', 'how to handle pandas datasets', 'handle pandas datasets', 'pandas datasets', 'memory used by pandas', 'how to optimise pandas script']",25822,622,0,21,PT5M43S,hd,true
630,OIucG2hvdCo,codebasics,2021-03-02T15:00:12Z,Petroleum Engineer To Data Scientist,"Pradyumna was a doing M tech in petroleum engineering and in the second year of m tech he came to know about data science and machine learning. Immediately that sparked a deep interest in him and he started learning data science and machine learning skills online mainly through youtube. After that he was able to crack an interview in Halliburton which is USA based petroleum company. He is working there as a data scientist and in this conversation he will shared some interesting tips for anyone who want to transition from a different domain to data science.

Pradyumna's linkedin: https://www.linkedin.com/in/pradyumnasingh/

⭐️ Topics ⭐️
How did you transition to data science from petroleum background?
Tips for anyone who wants to change from their domain to data science
Interview tips
How important is domain knowledge in data science?

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['petroleum engineering', 'petroleum engineer', 'petroleum engineers', 'petroleum engineer to data science', 'petroleum engineer to data scientist', 'data scientist from petroleum engineer', 'data science from petroleum engineer', 'petroleum engineers to data science', 'petroleum engineers to data scientist', 'engineer to data scientist', 'career transition from engineer to a data scientist', 'career shift to a data scientist', 'how to change career to data scientist', 'how to start data scientist career']",13919,311,0,26,PT20M41S,hd,true
631,atYPhweJ7ao,codebasics,2021-02-28T15:00:16Z,"Bidirectional RNN | Deep Learning Tutorial 38 (Tensorflow, Keras & Python)","Bi directional RNNs are used in NLP problems where looking at what comes in the sentence after a given word influences final outcome. In this short video we will look at bi directional RNN architecture using a very simple example of named entity recognition.

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

🔖Hashtags🔖

#bidirectional #bidirectionalrnn #bidirectionallstm #bidirectionalrecurrentneuralnetwork #bidirectionalnlp #bidirectionalrnnarchitecture #bidirectionalrnndeeplearning #bidirectionalrnn #bidirectionalRNNkeras #bidirectionalrnnexplained #tensorflowbidirectionalrnn 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'bidirectional', 'bidirectional rnn', 'rnn', 'rnn deep learning', 'bidirectional lstm', 'bidirectional recurrent neural network', 'bidirectional nlp', 'bi directional rnn architecture', 'bi directional rnn deep learning', 'bi directional rnn', 'bi directional RNN keras', 'bidirectional rnn explained', 'tensorflow bidirectional rnn', 'deep learning bidirectional rnn', 'what is bidirectional rnn', 'deep learning rnn classification', 'tensorflow lstm bidirectional tutorial', 'tensorflow bidirectional tutorial']",29624,717,0,34,PT5M50S,hd,true
632,GD-fqjKFcPI,codebasics,2021-02-27T15:00:13Z,"Bug Wars Episode 1: Software Engineer VS a BUG, An Epic Battle, Star Wars Style","A battle is being fought between two eternal enemies, the software engineer and a BUG. In this short comedy entertaining documentary you will learn software engineers struggle in star wars style.

The story line of this documentary is a work of pure fiction and has no connection with any person or a business entity.

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.skillbasics.com/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['programming', 'software bug', 'software bugs', 'software engineer', 'software engineering', 'software engineer life', 'coding jokes', 'software jokes', 'coding comedy video', 'star wars', 'funny programming', 'coding', 'vlog', 'codebasics']",4064,154,0,47,PT4M51S,hd,true
633,BCuJXskWgSI,codebasics,2021-02-24T13:30:13Z,Why is Python slow?,"Many times people argue that python is slow compared to C++ or JAVA. They even argue that look at Javascript, it is also an interpreted language and yet python is slower compared to Javascript. I asked this question to python steering council member, Pablo Galindo. This council is a group of 5 people who decide the future direction of python programming language. In this video I will quickly summarize the why python is slow? If you want to watch entire conversation where we discussed other topics as well than watch this video,

Entire conversation: https://youtu.be/b23kMqp2M7A
Part where we discussed python speed: https://youtu.be/b23kMqp2M7A?t=2022

Numpy as python list speed comparison code:  https://github.com/codebasics/py/blob/master/numpy/numpy_vs_list_speed_comparison.ipynb

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'why python is slow', 'why python is slower than c', 'why python is slow language', 'why python is slow than java', 'python vs javascript speed', 'python is fast', 'python is faster than java', 'python', 'python vs java', 'python vs js', 'python vs javascript', 'python speed']",8476,470,0,65,PT4M45S,hd,true
634,tOuXgORsXJ4,codebasics,2021-02-21T15:00:12Z,Simple Explanation of GRU (Gated Recurrent Units) | Deep Learning Tutorial 37 (Tensorflow & Python),"Simple Explanation of GRU (Gated Recurrent Units): Similar to LSTM, Gated recurrent unit addresses short term memory problem of traditional RNN. It was invented in 2014 and getting more popular compared to LSTM. In this video we will understand theory behind GRU using a very simple explanation and examples. 

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

LSTM Video: https://www.youtube.com/watch?v=LfnrRPFhkuY&pbjreload=101
Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

#gatedrecurrentunits #grudeeplearning #gruarchitecture #grulstm #grurnn 

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'gated recurrent unit explained', 'gated recurrent neural network', 'gated recurrent unit (gru)', 'gated recurrent unit vs lstm', 'gated recurrent unit tutorial', 'gru rnn explained', 'gru neural network explained', 'gated recurrent unit', 'gru architecture', 'recurrent neural network', 'what is gated recurrent unit', 'gru', 'gru deep learning', 'gated recurrent unit deep learning', 'gru lstm', 'lstm vs gru', 'lstm gru', 'gated recurrent units', 'gru rnn', 'gru neural network', 'lstm and gru']",49060,1143,0,28,PT8M15S,hd,true
635,b23kMqp2M7A,codebasics,2021-02-20T15:30:13Z,Conversation With a Python Steering Council Member,"Python Steering Council is the final authority on any major decision making for the Python programming language. In this video, I had a conversation with Pablo Galindo who is one of the 5 members of the steering council. Topics that were discussed are available in timestamps section below,

Python steering council members (as of Jan 2021): https://www.python.org/dev/peps/pep-8102/#results
Pablo's nomination: https://discuss.python.org/t/steering-council-nomination-pablo-galindo-salgado-2021-term/5720

⭐️ Timestamps ⭐️
 00:00 Introduction
 01:27 Roles and responsibilities of the Python Steering Council
 04:08 Do you feel pressure being responsible for the direction of one of the most popular programming languages?
 05:52 What was your first open source contribution?
 09:39 How was your first interaction with Guido (the creator of Python)?
 13:48 How does the Python Steering Council resolve conflicts?
 16:45 The Python Steering Council election process
 21:15 Difference between a Python core developer and an open source contributor
 27:48 Capacity planning in open source projects
 33:41 What is being done to improve Python's speed?
 43:39 Python is turning 30 years old this month. Why did it become so popular in the last 10 years?
 48:57 New features in Python 3.10
 54:03 Any plans for making Python a first class citizen for mobile app development?
 58:33 Why should one contribute to open source? Any tips for first time contributors?

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'python creator interview', 'python creator guido', 'python core developer', 'python steering council', 'python council member', 'python core member', 'python core council member', 'python steering council member', 'steering council member']",2361,130,0,6,PT1H7M26S,hd,true
636,ObmpEe-61go,codebasics,2021-02-17T16:00:13Z,Learn DevOps Skills For Free Using KodeKloud Engineer,"🔗 Join KodeKloud Engineer for free and upgrade your DevOps skills: http://bit.ly/3avn9Wt

Kodekloud engineer is a platform that allows one to learn dev ops skills for FREE using practical hands on approach. When you register on this platform for free you become part of a virtual organization and you are given tasks that you can finish and earn points. Based on these points you can upgrade yourself and get tasks with a little bit higher complexity. 

⭐️ Timestamps ⭐️
00:00 Introduction
01:09 Quick demo of this platform

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://www.codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['learn devops step by steps', 'learn devops free', 'devops learning path for beginners', 'devops skills', 'devops skills for free', 'devops engineer skills', 'free devops engineer skills', 'kodekloud', 'devops engineer', 'devops free', 'how to learn devops step by step', 'skills for devops engineer', 'skills required for devops engineer', 'devops required skills', 'devops developer skills', 'devops skills set', 'devops engineer skills required', 'devops skills to learn', 'devops skills to learn in 2021']",17289,526,0,52,PT8M49S,hd,false
637,HqKgsszV-3Y,codebasics,2021-02-14T16:00:14Z,Data Science Masters in USA | Guidance and Tips,"📺 Are you planning to pursue a masters in data science from USA? We are having a conversation with Jay Kachhadia in this video where he will share his experience of data science masters in USA and how he got a data scientist job after finishing his masters. Jay writes about data science on medium and here is his blog,

Jay's medium blog: https://medium.com/@jkachhadia/follow
Jay's linkedin: https://www.linkedin.com/in/jkachhadia/
Data science end to end projects playst: https://www.youtube.com/playlist?list=PLeo1K3hjS3ut2o1ay5Dqh-r1kq6ZU8W0M
Data analyst end to end projects playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3utcb9nKtanhcn8jd2E0Hp9b

⭐️ Timestamps ⭐️
00:00 Introduction
02:35 Cost for data science masters in USA (including other expenses such as groceries, rent etc)
05:10 How much of the cost can be covered by scholarships
12:24 Average salary for data analyst, data scientist as a fresher
15:05 After finishing masters, how much time do I have to get a job? Discuss about OPT
20:55 What colleges are good for masters?
22:34 Is there a culture of non campus placements?
26:28 How to prepare yourself for the US once you have an admit?
28:50 Difference between Data Scientist, Data Analyst, Data Engineer and ML Engineer
30:30 How does the hiring process look like in USA?
32:56 Any resume tips? Do you need a cover letter?
34:00 Should I get some experience in my country before coming to USA for masters?
36:45 You stress a lot about showcasable projects in your blogs? Tell us about it?
41:00 How difficult is it to get a job as a data scientist being a fresher?
42:17 Tips for preparing yourself for a job while you are studying
44:41 Looking at the current situation, do you think I should postpone my masters until the situation gets better?

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'masters in data science usa', 'ms data science usa', 'ms in data science in usa', 'masters in data science', 'ms in data science', 'data science masters in usa', 'data science masters', 'data science in usa', 'master in data science', 'ms data science', 'masters in us', 'ms in data analytics usa', 'data science ms in usa', 'ms in us', 'ms in usa', 'masters in usa', 'best data science course in usa', 'best data science course usa', 'top data science course us', 'top data science course usa']",54960,1691,0,78,PT47M29S,hd,true
638,9bsK03SlmNM,codebasics,2021-02-13T16:00:12Z,Simple Explanation of Recursion | Recursion Python| Data Structures & Algorithms Tutorial Python #20,"Recursion in Python: This video provides a very simple explanation of recursion such that even a high school student can understand it easily. Recursion is a very important concept in the field of computer science. Any problem that can be divided into further small and simpler problem can be solved using a recursion. 

Code: https://github.com/codebasics/data-structures-algorithms-python/blob/master/algorithms/8_recursion/recursion.py
Exercise: https://www.w3resource.com/python-exercises/data-structures-and-algorithms/python-recursion.php

⭐️ Timestamps ⭐️
00:00 Introduction
00:15 Theory
05:38 Coding in python
13:47 Exercise

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🔖Hashtags🔖

#recursionpython #recursion #datastructure #pythonrecursiontutorial #recursionproblems #pythonrecursion #recursioninpython #recursivefunctionpython #recursiontutorial 

🌎 Website: https://codebasics.io/

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['recursion python', 'recursion in data structure', 'simple explanation of recursion', 'data structures and algorithms recursion', 'python recursion tutorial', 'python recursion problems', 'python recursion', 'recursion in python', 'recursion in python example', 'recursive function in python', 'recursive function python', 'recursion algorithm', 'recursion data structure', 'what is recursion in python', 'python recursive function', 'recursive function with python code', 'recursive problems and algorithms']",60480,1915,0,123,PT14M51S,hd,true
639,-GmJLI122ZM,codebasics,2021-02-09T16:00:15Z,QR Code In 10 lines of Python Code | Generate and Access QR Code Easily Using Python,"Generate and read QR Code in python in less than 10 lines of code.

Online QR code generator: https://www.the-qrcode-generator.com/

Cool python apps playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uuvV8o4jZlHymFIE8CoZgDS

Hindi Cool python apps playlist: https://www.youtube.com/playlist?list=PLPbgcxheSpE0QTzmoOqyo-UTobksPEm3-

Topic:
How to make QR code
How to create qr code
How to generate qr code

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/


❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['python qr code generator', 'qr code python 3', 'qr code generator', 'qr code python', 'generate qr code python', 'qr code python generator', 'python qrcode', 'python qrcode generator', 'qr code generator python 3', 'python qr code', 'python barcode', 'qr code generator using python', 'generate qr code in python', 'how to generate qr code in python', 'generate qr code using python', 'qr code generator python', 'qr code in python', 'qr code using python', 'python generate qr code', 'python create qr code']",100983,2091,0,107,PT6M13S,hd,true
640,LfnrRPFhkuY,codebasics,2021-02-06T15:30:08Z,"Simple Explanation of LSTM | Deep Learning Tutorial 36 (Tensorflow, Keras & Python)","LSTM or long short term memory is a special type of RNN that solves traditional RNN's short term memory problem. In this video I will give a very simple explanation of LSTM using some real life examples so that you can understand this difficult topic easily. Also refer to following blogs to explore math and understand few more details.

http://colah.github.io/posts/2015-08-Understanding-LSTMs/

Deep learning playlist: https://www.youtube.com/playlist?list=PLeo1K3hjS3uu7CxAacxVndI4bE_o3BDtO
Machine learning playlist : https://www.youtube.com/playlist?list=PLeo1K3hjS3uvCeTYTeyfe0-rN5r8zn9rw  

#lstm #lstmmodel #lstmalgorithm #lstmneuralnetwork #lstmarchitecture #lstmdeeplearning #lstmkeras

Do you want to learn technology from me? Check https://codebasics.io/ for my affordable video courses.

🌎 My Website For Video Courses: https://codebasics.io/

Need help building software or data analytics and AI solutions? My company https://www.atliq.com/ can help. Click on the Contact button on that website.

🎥 Codebasics Hindi channel: https://www.youtube.com/channel/UCTmFBhuhMibVoSfYom1uXEg

#️⃣ Social Media #️⃣
🔗 Discord:  https://discord.gg/r42Kbuk
📸 Instagram: https://www.instagram.com/codebasicshub/
🔊 Facebook: https://www.facebook.com/codebasicshub
📱 Twitter: https://twitter.com/codebasicshub
📝 Linkedin (Personal): https://www.linkedin.com/in/dhavalsays/
📝 Linkedin (Codebasics):  https://www.linkedin.com/company/codebasics/

❗❗ DISCLAIMER: All opinions expressed in this video are of my own and not that of my employers'.","['yt:cc=on', 'lstm explained simply', 'lstm explained with example', 'long short term memory', 'long short term memory tutorial', 'long short term memory rnn', 'lstm neural network', 'lstm python tutorial', 'lstm', 'lstm model', 'lstm explained', 'lstm python', 'lstm tensorflow', 'lstm networks', 'lstm deep learning', 'lstm keras', 'keras lstm', 'rnn lstm', 'lstm rnn', 'long short term memory neural network', 'how lstm works', 'deep learning lstm', 'tensorflow lstm', 'lstm network', 'lstm example', 'lstm algorithm']",219329,5325,0,214,PT14M37S,hd,true
